grid_size,f,p,r,num_states,num_simulations,is_steady,pct_trees,pct_fires
"(10, 10)",0.45,0.9,0.0,300,5,False,,
"(10, 10)",0.45,0.9,0.0,300,5,False,,
"(10, 10)",0.45,0.9,0.0,300,5,False,,
"(10, 10)",0.45,0.9,0.0,300,5,False,,
"(10, 10)",0.45,0.9,0.0,300,5,False,,
"(10, 10)",0.5,0.1,0.0,300,5,False,,
"(10, 10)",0.5,0.1,0.0,300,5,False,,
"(10, 10)",0.5,0.1,0.0,300,5,False,,
"(10, 10)",0.5,0.1,0.0,300,5,False,,
"(10, 10)",0.5,0.1,0.0,300,5,False,,
"(10, 10)",0.5,0.15,0.0,300,5,False,,
"(10, 10)",0.5,0.15,0.0,300,5,False,,
"(10, 10)",0.5,0.15,0.0,300,5,False,,
"(10, 10)",0.5,0.15,0.0,300,5,False,,
"(10, 10)",0.5,0.15,0.0,300,5,False,,
"(10, 10)",0.5,0.2,0.0,300,5,False,,
"(10, 10)",0.5,0.2,0.0,300,5,False,,
"(10, 10)",0.5,0.2,0.0,300,5,False,,
"(10, 10)",0.5,0.2,0.0,300,5,False,,
"(10, 10)",0.5,0.2,0.0,300,5,False,,
"(10, 10)",0.5,0.3,0.0,300,5,False,,
"(10, 10)",0.5,0.3,0.0,300,5,False,,
"(10, 10)",0.5,0.3,0.0,300,5,False,,
"(10, 10)",0.5,0.3,0.0,300,5,False,,
"(10, 10)",0.5,0.3,0.0,300,5,False,,
"(10, 10)",0.5,0.4,0.0,300,5,False,,
"(10, 10)",0.5,0.4,0.0,300,5,False,,
"(10, 10)",0.5,0.4,0.0,300,5,False,,
"(10, 10)",0.5,0.4,0.0,300,5,False,,
"(10, 10)",0.5,0.4,0.0,300,5,False,,
"(10, 10)",0.5,0.45,0.0,300,5,False,,
"(10, 10)",0.5,0.45,0.0,300,5,False,,
"(10, 10)",0.5,0.45,0.0,300,5,False,,
"(10, 10)",0.5,0.45,0.0,300,5,False,,
"(10, 10)",0.5,0.45,0.0,300,5,False,,
"(10, 10)",0.5,0.5,0.0,300,5,False,,
"(10, 10)",0.5,0.5,0.0,300,5,False,,
"(10, 10)",0.5,0.5,0.0,300,5,False,,
"(10, 10)",0.5,0.5,0.0,300,5,False,,
"(10, 10)",0.5,0.5,0.0,300,5,False,,
"(10, 10)",0.5,0.7,0.0,300,5,False,,
"(10, 10)",0.5,0.7,0.0,300,5,False,,
"(10, 10)",0.5,0.7,0.0,300,5,False,,
"(10, 10)",0.5,0.7,0.0,300,5,False,,
"(10, 10)",0.5,0.7,0.0,300,5,False,,
"(10, 10)",0.5,0.9,0.0,300,5,False,,
"(10, 10)",0.5,0.9,0.0,300,5,False,,
"(10, 10)",0.5,0.9,0.0,300,5,False,,
"(10, 10)",0.5,0.9,0.0,300,5,False,,
"(10, 10)",0.5,0.9,0.0,300,5,False,,
"(10, 10)",0.7,0.1,0.0,300,5,False,,
"(10, 10)",0.7,0.1,0.0,300,5,False,,
"(10, 10)",0.7,0.1,0.0,300,5,False,,
"(10, 10)",0.7,0.1,0.0,300,5,False,,
"(10, 10)",0.7,0.1,0.0,300,5,False,,
"(10, 10)",0.7,0.15,0.0,300,5,False,,
"(10, 10)",0.7,0.15,0.0,300,5,False,,
"(10, 10)",0.7,0.15,0.0,300,5,False,,
"(10, 10)",0.7,0.15,0.0,300,5,False,,
"(10, 10)",0.7,0.15,0.0,300,5,False,,
"(10, 10)",0.7,0.2,0.0,300,5,False,,
"(10, 10)",0.7,0.2,0.0,300,5,False,,
"(10, 10)",0.7,0.2,0.0,300,5,False,,
"(10, 10)",0.7,0.2,0.0,300,5,False,,
"(10, 10)",0.7,0.2,0.0,300,5,False,,
"(10, 10)",0.7,0.3,0.0,300,5,False,,
"(10, 10)",0.7,0.3,0.0,300,5,False,,
"(10, 10)",0.7,0.3,0.0,300,5,False,,
"(10, 10)",0.7,0.3,0.0,300,5,False,,
"(10, 10)",0.7,0.3,0.0,300,5,False,,
"(10, 10)",0.7,0.4,0.0,300,5,False,,
"(10, 10)",0.7,0.4,0.0,300,5,False,,
"(10, 10)",0.7,0.4,0.0,300,5,False,,
"(10, 10)",0.7,0.4,0.0,300,5,False,,
"(10, 10)",0.7,0.4,0.0,300,5,False,,
"(10, 10)",0.7,0.45,0.0,300,5,False,,
"(10, 10)",0.7,0.45,0.0,300,5,False,,
"(10, 10)",0.7,0.45,0.0,300,5,False,,
"(10, 10)",0.7,0.45,0.0,300,5,False,,
"(10, 10)",0.7,0.45,0.0,300,5,False,,
"(10, 10)",0.7,0.5,0.0,300,5,False,,
"(10, 10)",0.7,0.5,0.0,300,5,False,,
"(10, 10)",0.7,0.5,0.0,300,5,False,,
"(10, 10)",0.7,0.5,0.0,300,5,False,,
"(10, 10)",0.7,0.5,0.0,300,5,False,,
"(10, 10)",0.7,0.7,0.0,300,5,False,,
"(10, 10)",0.7,0.7,0.0,300,5,False,,
"(10, 10)",0.7,0.7,0.0,300,5,False,,
"(10, 10)",0.7,0.7,0.0,300,5,False,,
"(10, 10)",0.7,0.7,0.0,300,5,False,,
"(10, 10)",0.7,0.9,0.0,300,5,False,,
"(10, 10)",0.7,0.9,0.0,300,5,False,,
"(10, 10)",0.7,0.9,0.0,300,5,False,,
"(10, 10)",0.7,0.9,0.0,300,5,False,,
"(10, 10)",0.7,0.9,0.0,300,5,False,,
"(10, 10)",0.9,0.1,0.0,300,5,False,,
"(10, 10)",0.9,0.1,0.0,300,5,False,,
"(10, 10)",0.9,0.1,0.0,300,5,False,,
"(10, 10)",0.9,0.1,0.0,300,5,False,,
"(10, 10)",0.9,0.1,0.0,300,5,False,,
"(10, 10)",0.9,0.15,0.0,300,5,False,,
"(10, 10)",0.9,0.15,0.0,300,5,False,,
"(10, 10)",0.9,0.15,0.0,300,5,False,,
"(10, 10)",0.9,0.15,0.0,300,5,False,,
"(10, 10)",0.9,0.15,0.0,300,5,False,,
"(10, 10)",0.9,0.2,0.0,300,5,False,,
"(10, 10)",0.9,0.2,0.0,300,5,False,,
"(10, 10)",0.9,0.2,0.0,300,5,False,,
"(10, 10)",0.9,0.2,0.0,300,5,False,,
"(10, 10)",0.9,0.2,0.0,300,5,False,,
"(10, 10)",0.9,0.3,0.0,300,5,False,,
"(10, 10)",0.9,0.3,0.0,300,5,False,,
"(10, 10)",0.9,0.3,0.0,300,5,False,,
"(10, 10)",0.9,0.3,0.0,300,5,False,,
"(10, 10)",0.9,0.3,0.0,300,5,False,,
"(10, 10)",0.9,0.4,0.0,300,5,False,,
"(10, 10)",0.9,0.4,0.0,300,5,False,,
"(10, 10)",0.9,0.4,0.0,300,5,False,,
"(10, 10)",0.9,0.4,0.0,300,5,False,,
"(10, 10)",0.9,0.4,0.0,300,5,False,,
"(10, 10)",0.9,0.45,0.0,300,5,False,,
"(10, 10)",0.9,0.45,0.0,300,5,False,,
"(10, 10)",0.9,0.45,0.0,300,5,False,,
"(10, 10)",0.9,0.45,0.0,300,5,False,,
"(10, 10)",0.9,0.45,0.0,300,5,False,,
"(10, 10)",0.9,0.5,0.0,300,5,False,,
"(10, 10)",0.9,0.5,0.0,300,5,False,,
"(10, 10)",0.9,0.5,0.0,300,5,False,,
"(10, 10)",0.9,0.5,0.0,300,5,False,,
"(10, 10)",0.9,0.5,0.0,300,5,False,,
"(10, 10)",0.9,0.7,0.0,300,5,False,,
"(10, 10)",0.9,0.7,0.0,300,5,False,,
"(10, 10)",0.9,0.7,0.0,300,5,False,,
"(10, 10)",0.9,0.7,0.0,300,5,False,,
"(10, 10)",0.9,0.7,0.0,300,5,False,,
"(10, 10)",0.9,0.9,0.0,300,5,False,,
"(10, 10)",0.9,0.9,0.0,300,5,False,,
"(10, 10)",0.9,0.9,0.0,300,5,False,,
"(10, 10)",0.9,0.9,0.0,300,5,False,,
"(10, 10)",0.9,0.9,0.0,300,5,False,,
"(11, 11)",0.1,0.1,0.0,300,5,False,,
"(11, 11)",0.1,0.1,0.0,300,5,False,,
"(11, 11)",0.1,0.1,0.0,300,5,False,,
"(11, 11)",0.1,0.1,0.0,300,5,False,,
"(11, 11)",0.1,0.1,0.0,300,5,False,,
"(11, 11)",0.1,0.15,0.0,300,5,False,,
"(11, 11)",0.1,0.15,0.0,300,5,False,,
"(11, 11)",0.1,0.15,0.0,300,5,False,,
"(11, 11)",0.1,0.15,0.0,300,5,False,,
"(11, 11)",0.1,0.15,0.0,300,5,False,,
"(11, 11)",0.1,0.2,0.0,300,5,False,,
"(11, 11)",0.1,0.2,0.0,300,5,False,,
"(11, 11)",0.1,0.2,0.0,300,5,False,,
"(11, 11)",0.1,0.2,0.0,300,5,False,,
"(11, 11)",0.1,0.2,0.0,300,5,False,,
"(11, 11)",0.1,0.3,0.0,300,5,False,,
"(11, 11)",0.1,0.3,0.0,300,5,False,,
"(11, 11)",0.1,0.3,0.0,300,5,False,,
"(11, 11)",0.1,0.3,0.0,300,5,False,,
"(11, 11)",0.1,0.3,0.0,300,5,False,,
"(11, 11)",0.1,0.4,0.0,300,5,False,,
"(11, 11)",0.1,0.4,0.0,300,5,False,,
"(11, 11)",0.1,0.4,0.0,300,5,False,,
"(11, 11)",0.1,0.4,0.0,300,5,False,,
"(11, 11)",0.1,0.4,0.0,300,5,False,,
"(11, 11)",0.1,0.45,0.0,300,5,False,,
"(11, 11)",0.1,0.45,0.0,300,5,False,,
"(11, 11)",0.1,0.45,0.0,300,5,False,,
"(11, 11)",0.1,0.45,0.0,300,5,False,,
"(11, 11)",0.1,0.45,0.0,300,5,False,,
"(11, 11)",0.1,0.5,0.0,300,5,False,,
"(11, 11)",0.1,0.5,0.0,300,5,False,,
"(11, 11)",0.1,0.5,0.0,300,5,False,,
"(11, 11)",0.1,0.5,0.0,300,5,False,,
"(11, 11)",0.1,0.5,0.0,300,5,False,,
"(11, 11)",0.1,0.7,0.0,300,5,False,,
"(11, 11)",0.1,0.7,0.0,300,5,False,,
"(11, 11)",0.1,0.7,0.0,300,5,False,,
"(11, 11)",0.1,0.7,0.0,300,5,True,39.851200000000006,25.2394
"(11, 11)",0.1,0.7,0.0,300,5,False,,
"(11, 11)",0.1,0.9,0.0,300,5,False,,
"(11, 11)",0.1,0.9,0.0,300,5,True,39.818200000000004,28.809799999999996
"(11, 11)",0.1,0.9,0.0,300,5,True,40.0334,28.347400000000004
"(11, 11)",0.1,0.9,0.0,300,5,False,,
"(11, 11)",0.1,0.9,0.0,300,5,True,40.3804,28.429599999999997
"(11, 11)",0.15,0.1,0.0,300,5,False,,
"(11, 11)",0.15,0.1,0.0,300,5,False,,
"(11, 11)",0.15,0.1,0.0,300,5,False,,
"(11, 11)",0.15,0.1,0.0,300,5,False,,
"(11, 11)",0.15,0.1,0.0,300,5,False,,
"(11, 11)",0.15,0.15,0.0,300,5,False,,
"(11, 11)",0.15,0.15,0.0,300,5,False,,
"(11, 11)",0.15,0.15,0.0,300,5,False,,
"(11, 11)",0.15,0.15,0.0,300,5,False,,
"(11, 11)",0.15,0.15,0.0,300,5,False,,
"(11, 11)",0.15,0.2,0.0,300,5,False,,
"(11, 11)",0.15,0.2,0.0,300,5,False,,
"(11, 11)",0.15,0.2,0.0,300,5,False,,
"(11, 11)",0.15,0.2,0.0,300,5,False,,
"(11, 11)",0.15,0.2,0.0,300,5,False,,
"(11, 11)",0.15,0.3,0.0,300,5,False,,
"(11, 11)",0.15,0.3,0.0,300,5,False,,
"(11, 11)",0.15,0.3,0.0,300,5,False,,
"(11, 11)",0.15,0.3,0.0,300,5,False,,
"(11, 11)",0.15,0.3,0.0,300,5,False,,
"(11, 11)",0.15,0.4,0.0,300,5,False,,
"(11, 11)",0.15,0.4,0.0,300,5,False,,
"(11, 11)",0.15,0.4,0.0,300,5,False,,
"(11, 11)",0.15,0.4,0.0,300,5,False,,
"(11, 11)",0.15,0.4,0.0,300,5,False,,
"(11, 11)",0.15,0.45,0.0,300,5,False,,
"(11, 11)",0.15,0.45,0.0,300,5,False,,
"(11, 11)",0.15,0.45,0.0,300,5,False,,
"(11, 11)",0.15,0.45,0.0,300,5,False,,
"(11, 11)",0.15,0.45,0.0,300,5,False,,
"(11, 11)",0.15,0.5,0.0,300,5,False,,
"(11, 11)",0.15,0.5,0.0,300,5,False,,
"(11, 11)",0.15,0.5,0.0,300,5,False,,
"(11, 11)",0.15,0.5,0.0,300,5,False,,
"(11, 11)",0.15,0.5,0.0,300,5,False,,
"(11, 11)",0.15,0.7,0.0,300,5,False,,
"(11, 11)",0.15,0.7,0.0,300,5,False,,
"(11, 11)",0.15,0.7,0.0,300,5,False,,
"(11, 11)",0.15,0.7,0.0,300,5,False,,
"(11, 11)",0.15,0.7,0.0,300,5,False,,
"(11, 11)",0.15,0.9,0.0,300,5,True,38.8932,28.8598
"(11, 11)",0.15,0.9,0.0,300,5,True,38.991600000000005,28.909200000000002
"(11, 11)",0.15,0.9,0.0,300,5,False,,
"(11, 11)",0.15,0.9,0.0,300,5,False,,
"(11, 11)",0.15,0.9,0.0,300,5,True,39.091,29.090600000000006
"(11, 11)",0.2,0.1,0.0,300,5,False,,
"(11, 11)",0.2,0.1,0.0,300,5,False,,
"(11, 11)",0.2,0.1,0.0,300,5,False,,
"(11, 11)",0.2,0.1,0.0,300,5,False,,
"(11, 11)",0.2,0.1,0.0,300,5,False,,
"(11, 11)",0.2,0.15,0.0,300,5,False,,
"(11, 11)",0.2,0.15,0.0,300,5,False,,
"(11, 11)",0.2,0.15,0.0,300,5,False,,
"(11, 11)",0.2,0.15,0.0,300,5,False,,
"(11, 11)",0.2,0.15,0.0,300,5,False,,
"(11, 11)",0.2,0.2,0.0,300,5,False,,
"(11, 11)",0.2,0.2,0.0,300,5,False,,
"(11, 11)",0.2,0.2,0.0,300,5,False,,
"(11, 11)",0.2,0.2,0.0,300,5,False,,
"(11, 11)",0.2,0.2,0.0,300,5,False,,
"(11, 11)",0.2,0.3,0.0,300,5,False,,
"(11, 11)",0.2,0.3,0.0,300,5,False,,
"(11, 11)",0.2,0.3,0.0,300,5,False,,
"(11, 11)",0.2,0.3,0.0,300,5,False,,
"(11, 11)",0.2,0.3,0.0,300,5,False,,
"(11, 11)",0.2,0.4,0.0,300,5,False,,
"(11, 11)",0.2,0.4,0.0,300,5,False,,
"(11, 11)",0.2,0.4,0.0,300,5,False,,
"(11, 11)",0.2,0.4,0.0,300,5,False,,
"(11, 11)",0.2,0.4,0.0,300,5,False,,
"(11, 11)",0.2,0.45,0.0,300,5,False,,
"(11, 11)",0.2,0.45,0.0,300,5,False,,
"(11, 11)",0.2,0.45,0.0,300,5,False,,
"(11, 11)",0.2,0.45,0.0,300,5,False,,
"(11, 11)",0.2,0.45,0.0,300,5,False,,
"(11, 11)",0.2,0.5,0.0,300,5,False,,
"(11, 11)",0.2,0.5,0.0,300,5,False,,
"(11, 11)",0.2,0.5,0.0,300,5,False,,
"(11, 11)",0.2,0.5,0.0,300,5,False,,
"(11, 11)",0.2,0.5,0.0,300,5,False,,
"(11, 11)",0.2,0.7,0.0,300,5,False,,
"(11, 11)",0.2,0.7,0.0,300,5,False,,
"(11, 11)",0.2,0.7,0.0,300,5,False,,
"(11, 11)",0.2,0.7,0.0,300,5,False,,
"(11, 11)",0.2,0.7,0.0,300,5,False,,
"(11, 11)",0.2,0.9,0.0,300,5,False,,
"(11, 11)",0.2,0.9,0.0,300,5,False,,
"(11, 11)",0.2,0.9,0.0,300,5,False,,
"(11, 11)",0.2,0.9,0.0,300,5,False,,
"(11, 11)",0.2,0.9,0.0,300,5,False,,
"(11, 11)",0.3,0.1,0.0,300,5,False,,
"(11, 11)",0.3,0.1,0.0,300,5,False,,
"(11, 11)",0.3,0.1,0.0,300,5,False,,
"(11, 11)",0.3,0.1,0.0,300,5,False,,
"(11, 11)",0.3,0.1,0.0,300,5,False,,
"(11, 11)",0.3,0.15,0.0,300,5,False,,
"(11, 11)",0.3,0.15,0.0,300,5,False,,
"(11, 11)",0.3,0.15,0.0,300,5,False,,
"(11, 11)",0.3,0.15,0.0,300,5,False,,
"(11, 11)",0.3,0.15,0.0,300,5,False,,
"(11, 11)",0.3,0.2,0.0,300,5,False,,
"(11, 11)",0.3,0.2,0.0,300,5,False,,
"(11, 11)",0.3,0.2,0.0,300,5,False,,
"(11, 11)",0.3,0.2,0.0,300,5,False,,
"(11, 11)",0.3,0.2,0.0,300,5,False,,
"(11, 11)",0.3,0.3,0.0,300,5,False,,
"(11, 11)",0.3,0.3,0.0,300,5,False,,
"(11, 11)",0.3,0.3,0.0,300,5,False,,
"(11, 11)",0.3,0.3,0.0,300,5,False,,
"(11, 11)",0.3,0.3,0.0,300,5,False,,
"(11, 11)",0.3,0.4,0.0,300,5,False,,
"(11, 11)",0.3,0.4,0.0,300,5,False,,
"(11, 11)",0.3,0.4,0.0,300,5,False,,
"(11, 11)",0.3,0.4,0.0,300,5,False,,
"(11, 11)",0.3,0.4,0.0,300,5,False,,
"(11, 11)",0.3,0.45,0.0,300,5,False,,
"(11, 11)",0.3,0.45,0.0,300,5,False,,
"(11, 11)",0.3,0.45,0.0,300,5,False,,
"(11, 11)",0.3,0.45,0.0,300,5,False,,
"(11, 11)",0.3,0.45,0.0,300,5,False,,
"(11, 11)",0.3,0.5,0.0,300,5,False,,
"(11, 11)",0.3,0.5,0.0,300,5,False,,
"(11, 11)",0.3,0.5,0.0,300,5,False,,
"(11, 11)",0.3,0.5,0.0,300,5,False,,
"(11, 11)",0.3,0.5,0.0,300,5,False,,
"(11, 11)",0.3,0.7,0.0,300,5,False,,
"(11, 11)",0.3,0.7,0.0,300,5,False,,
"(11, 11)",0.3,0.7,0.0,300,5,False,,
"(11, 11)",0.3,0.7,0.0,300,5,False,,
"(11, 11)",0.3,0.7,0.0,300,5,False,,
"(11, 11)",0.3,0.9,0.0,300,5,False,,
"(11, 11)",0.3,0.9,0.0,300,5,False,,
"(11, 11)",0.3,0.9,0.0,300,5,False,,
"(11, 11)",0.3,0.9,0.0,300,5,False,,
"(11, 11)",0.3,0.9,0.0,300,5,False,,
"(11, 11)",0.4,0.1,0.0,300,5,False,,
"(11, 11)",0.4,0.1,0.0,300,5,False,,
"(11, 11)",0.4,0.1,0.0,300,5,False,,
"(11, 11)",0.4,0.1,0.0,300,5,False,,
"(11, 11)",0.4,0.1,0.0,300,5,False,,
"(11, 11)",0.4,0.15,0.0,300,5,False,,
"(11, 11)",0.4,0.15,0.0,300,5,False,,
"(11, 11)",0.4,0.15,0.0,300,5,False,,
"(11, 11)",0.4,0.15,0.0,300,5,False,,
"(11, 11)",0.4,0.15,0.0,300,5,False,,
"(11, 11)",0.4,0.2,0.0,300,5,False,,
"(11, 11)",0.4,0.2,0.0,300,5,False,,
"(11, 11)",0.4,0.2,0.0,300,5,False,,
"(11, 11)",0.4,0.2,0.0,300,5,False,,
"(11, 11)",0.4,0.2,0.0,300,5,False,,
"(11, 11)",0.4,0.3,0.0,300,5,False,,
"(11, 11)",0.4,0.3,0.0,300,5,False,,
"(11, 11)",0.4,0.3,0.0,300,5,False,,
"(11, 11)",0.4,0.3,0.0,300,5,False,,
"(11, 11)",0.4,0.3,0.0,300,5,False,,
"(11, 11)",0.4,0.4,0.0,300,5,False,,
"(11, 11)",0.4,0.4,0.0,300,5,False,,
"(11, 11)",0.4,0.4,0.0,300,5,False,,
"(11, 11)",0.4,0.4,0.0,300,5,False,,
"(11, 11)",0.4,0.4,0.0,300,5,False,,
"(11, 11)",0.4,0.45,0.0,300,5,False,,
"(11, 11)",0.4,0.45,0.0,300,5,False,,
"(11, 11)",0.4,0.45,0.0,300,5,False,,
"(11, 11)",0.4,0.45,0.0,300,5,False,,
"(11, 11)",0.4,0.45,0.0,300,5,False,,
"(11, 11)",0.4,0.5,0.0,300,5,False,,
"(11, 11)",0.4,0.5,0.0,300,5,False,,
"(11, 11)",0.4,0.5,0.0,300,5,False,,
"(11, 11)",0.4,0.5,0.0,300,5,False,,
"(11, 11)",0.4,0.5,0.0,300,5,False,,
"(11, 11)",0.4,0.7,0.0,300,5,False,,
"(11, 11)",0.4,0.7,0.0,300,5,False,,
"(11, 11)",0.4,0.7,0.0,300,5,False,,
"(11, 11)",0.4,0.7,0.0,300,5,False,,
"(11, 11)",0.4,0.7,0.0,300,5,False,,
"(11, 11)",0.4,0.9,0.0,300,5,False,,
"(11, 11)",0.4,0.9,0.0,300,5,False,,
"(11, 11)",0.4,0.9,0.0,300,5,False,,
"(11, 11)",0.4,0.9,0.0,300,5,False,,
"(11, 11)",0.4,0.9,0.0,300,5,False,,
"(11, 11)",0.45,0.1,0.0,300,5,False,,
"(11, 11)",0.45,0.1,0.0,300,5,False,,
"(11, 11)",0.45,0.1,0.0,300,5,False,,
"(11, 11)",0.45,0.1,0.0,300,5,False,,
"(11, 11)",0.45,0.1,0.0,300,5,False,,
"(11, 11)",0.45,0.15,0.0,300,5,False,,
"(11, 11)",0.45,0.15,0.0,300,5,False,,
"(11, 11)",0.45,0.15,0.0,300,5,False,,
"(11, 11)",0.45,0.15,0.0,300,5,False,,
"(11, 11)",0.45,0.15,0.0,300,5,False,,
"(11, 11)",0.45,0.2,0.0,300,5,False,,
"(11, 11)",0.45,0.2,0.0,300,5,False,,
"(11, 11)",0.45,0.2,0.0,300,5,False,,
"(11, 11)",0.45,0.2,0.0,300,5,False,,
"(11, 11)",0.45,0.2,0.0,300,5,False,,
"(11, 11)",0.45,0.3,0.0,300,5,False,,
"(11, 11)",0.45,0.3,0.0,300,5,False,,
"(11, 11)",0.45,0.3,0.0,300,5,False,,
"(11, 11)",0.45,0.3,0.0,300,5,False,,
"(11, 11)",0.45,0.3,0.0,300,5,False,,
"(11, 11)",0.45,0.4,0.0,300,5,False,,
"(11, 11)",0.45,0.4,0.0,300,5,False,,
"(11, 11)",0.45,0.4,0.0,300,5,False,,
"(11, 11)",0.45,0.4,0.0,300,5,False,,
"(11, 11)",0.45,0.4,0.0,300,5,False,,
"(11, 11)",0.45,0.45,0.0,300,5,False,,
"(11, 11)",0.45,0.45,0.0,300,5,False,,
"(11, 11)",0.45,0.45,0.0,300,5,False,,
"(11, 11)",0.45,0.45,0.0,300,5,False,,
"(11, 11)",0.45,0.45,0.0,300,5,False,,
"(11, 11)",0.45,0.5,0.0,300,5,False,,
"(11, 11)",0.45,0.5,0.0,300,5,False,,
"(11, 11)",0.45,0.5,0.0,300,5,False,,
"(11, 11)",0.45,0.5,0.0,300,5,False,,
"(11, 11)",0.45,0.5,0.0,300,5,False,,
"(11, 11)",0.45,0.7,0.0,300,5,False,,
"(11, 11)",0.45,0.7,0.0,300,5,False,,
"(11, 11)",0.45,0.7,0.0,300,5,False,,
"(11, 11)",0.45,0.7,0.0,300,5,False,,
"(11, 11)",0.45,0.7,0.0,300,5,False,,
"(11, 11)",0.45,0.9,0.0,300,5,False,,
"(11, 11)",0.45,0.9,0.0,300,5,False,,
"(11, 11)",0.45,0.9,0.0,300,5,False,,
"(11, 11)",0.45,0.9,0.0,300,5,False,,
"(11, 11)",0.45,0.9,0.0,300,5,False,,
"(11, 11)",0.5,0.1,0.0,300,5,False,,
"(11, 11)",0.5,0.1,0.0,300,5,False,,
"(11, 11)",0.5,0.1,0.0,300,5,False,,
"(11, 11)",0.5,0.1,0.0,300,5,False,,
"(11, 11)",0.5,0.1,0.0,300,5,False,,
"(11, 11)",0.5,0.15,0.0,300,5,False,,
"(11, 11)",0.5,0.15,0.0,300,5,False,,
"(11, 11)",0.5,0.15,0.0,300,5,False,,
"(11, 11)",0.5,0.15,0.0,300,5,False,,
"(11, 11)",0.5,0.15,0.0,300,5,False,,
"(11, 11)",0.5,0.2,0.0,300,5,False,,
"(11, 11)",0.5,0.2,0.0,300,5,False,,
"(11, 11)",0.5,0.2,0.0,300,5,False,,
"(11, 11)",0.5,0.2,0.0,300,5,False,,
"(11, 11)",0.5,0.2,0.0,300,5,False,,
"(11, 11)",0.5,0.3,0.0,300,5,False,,
"(11, 11)",0.5,0.3,0.0,300,5,False,,
"(11, 11)",0.5,0.3,0.0,300,5,False,,
"(11, 11)",0.5,0.3,0.0,300,5,False,,
"(11, 11)",0.5,0.3,0.0,300,5,False,,
"(11, 11)",0.5,0.4,0.0,300,5,False,,
"(11, 11)",0.5,0.4,0.0,300,5,False,,
"(11, 11)",0.5,0.4,0.0,300,5,False,,
"(11, 11)",0.5,0.4,0.0,300,5,False,,
"(11, 11)",0.5,0.4,0.0,300,5,False,,
"(11, 11)",0.5,0.45,0.0,300,5,False,,
"(11, 11)",0.5,0.45,0.0,300,5,False,,
"(11, 11)",0.5,0.45,0.0,300,5,False,,
"(11, 11)",0.5,0.45,0.0,300,5,False,,
"(11, 11)",0.5,0.45,0.0,300,5,False,,
"(11, 11)",0.5,0.5,0.0,300,5,False,,
"(11, 11)",0.5,0.5,0.0,300,5,False,,
"(11, 11)",0.5,0.5,0.0,300,5,False,,
"(11, 11)",0.5,0.5,0.0,300,5,False,,
"(11, 11)",0.5,0.5,0.0,300,5,False,,
"(11, 11)",0.5,0.7,0.0,300,5,False,,
"(11, 11)",0.5,0.7,0.0,300,5,False,,
"(11, 11)",0.5,0.7,0.0,300,5,False,,
"(11, 11)",0.5,0.7,0.0,300,5,False,,
"(11, 11)",0.5,0.7,0.0,300,5,False,,
"(11, 11)",0.5,0.9,0.0,300,5,False,,
"(11, 11)",0.5,0.9,0.0,300,5,False,,
"(11, 11)",0.5,0.9,0.0,300,5,False,,
"(11, 11)",0.5,0.9,0.0,300,5,False,,
"(11, 11)",0.5,0.9,0.0,300,5,False,,
"(11, 11)",0.7,0.1,0.0,300,5,False,,
"(11, 11)",0.7,0.1,0.0,300,5,False,,
"(11, 11)",0.7,0.1,0.0,300,5,False,,
"(11, 11)",0.7,0.1,0.0,300,5,False,,
"(11, 11)",0.7,0.1,0.0,300,5,False,,
"(11, 11)",0.7,0.15,0.0,300,5,False,,
"(11, 11)",0.7,0.15,0.0,300,5,False,,
"(11, 11)",0.7,0.15,0.0,300,5,False,,
"(11, 11)",0.7,0.15,0.0,300,5,False,,
"(11, 11)",0.7,0.15,0.0,300,5,False,,
"(11, 11)",0.7,0.2,0.0,300,5,False,,
"(11, 11)",0.7,0.2,0.0,300,5,False,,
"(11, 11)",0.7,0.2,0.0,300,5,False,,
"(11, 11)",0.7,0.2,0.0,300,5,False,,
"(11, 11)",0.7,0.2,0.0,300,5,False,,
"(11, 11)",0.7,0.3,0.0,300,5,False,,
"(11, 11)",0.7,0.3,0.0,300,5,False,,
"(11, 11)",0.7,0.3,0.0,300,5,False,,
"(11, 11)",0.7,0.3,0.0,300,5,False,,
"(11, 11)",0.7,0.3,0.0,300,5,False,,
"(11, 11)",0.7,0.4,0.0,300,5,False,,
"(11, 11)",0.7,0.4,0.0,300,5,False,,
"(11, 11)",0.7,0.4,0.0,300,5,False,,
"(11, 11)",0.7,0.4,0.0,300,5,False,,
"(11, 11)",0.7,0.4,0.0,300,5,False,,
"(11, 11)",0.7,0.45,0.0,300,5,False,,
"(11, 11)",0.7,0.45,0.0,300,5,False,,
"(11, 11)",0.7,0.45,0.0,300,5,False,,
"(11, 11)",0.7,0.45,0.0,300,5,False,,
"(11, 11)",0.7,0.45,0.0,300,5,False,,
"(11, 11)",0.7,0.5,0.0,300,5,False,,
"(11, 11)",0.7,0.5,0.0,300,5,False,,
"(11, 11)",0.7,0.5,0.0,300,5,False,,
"(11, 11)",0.7,0.5,0.0,300,5,False,,
"(11, 11)",0.7,0.5,0.0,300,5,False,,
"(11, 11)",0.7,0.7,0.0,300,5,False,,
"(11, 11)",0.7,0.7,0.0,300,5,False,,
"(11, 11)",0.7,0.7,0.0,300,5,False,,
"(11, 11)",0.7,0.7,0.0,300,5,False,,
"(11, 11)",0.7,0.7,0.0,300,5,False,,
